timestamp,radar_adc
0,1969
1,2514
2,2637
3,2759
4,2358
5,2235
6,1811
7,1356
8,1402
9,1790
10,2142
11,2395
12,2742
13,2465
14,2295
15,2043
16,1730
17,1406
18,1590
19,1759
20,2050
21,2526
22,2445
23,2333
24,2072
25,2020
26,1930
27,1587
28,1638
29,1873
30,1847
31,2096
32,2497
33,2145
34,2402
35,1881
36,2114
37,1870
38,1922
39,1832
40,1845
41,1987
42,2074
43,1984
44,2043
45,2089
46,2121
47,2081
48,1855
49,2013
50,1784
51,1969
52,1811
53,2166
54,2037
55,2071
56,2051
57,2157
58,2086
59,1923
60,1746
61,1733
62,2013
63,1905
64,2279
65,2159
66,2469
67,2194
68,2149
69,2043
70,1909
71,1785
72,1804
73,2121
74,2150
75,2475
76,2177
77,2237
78,1981
79,1928
80,1976
81,1561
82,1772
83,1759
84,2078
85,2164
86,2185
87,2236
88,2204
89,2095
90,2041
91,1707
92,1829
93,1763
94,2222
95,2158
96,2089
97,2111
98,2243
99,1944
100,2135
101,1743
102,1680
103,1802
104,2064
105,2179
106,2027
107,2201
108,2187
109,2370
110,2281
111,2161
112,1744
113,1606
114,1619
115,1992
116,1839
117,2060
118,2220
119,2219
120,2285
121,2147
122,1732
123,1561
124,1557
125,1887
126,1869
127,2248
128,2302
129,2393
130,2281
131,2342
132,1859
133,1559
134,1348
135,1614
136,1825
137,2386
138,2303
139,2554
140,2579
141,2310
142,1948
143,1701
144,1511
145,1758
146,2014
147,2211
148,2483
149,2597
150,2501
151,2223
152,1675
153,1721
154,1321
155,1459
156,1861
157,2175
158,2494
159,2664
160,2504
161,2308
162,1792
163,1812
164,1604
165,1655
166,1980
167,2185
168,2452
169,2536
170,2558
171,2306
172,2067
173,1631
174,1748
175,1675
176,1802
177,2101
178,2333
179,2406
180,2410
181,2292
182,2030
183,2067
184,1691
185,1746
186,2036
187,2215
188,2003
189,2028
190,2297
191,1935
192,2171
193,2044
194,1875
195,2023
196,1932
197,2133
198,2043
199,2060
200,2073
201,2176
202,2048
203,2394
204,2338
205,1953
206,1964
207,1679
208,1838
209,1808
210,1912
211,2247
212,2470
213,2337
214,2278
215,2195
216,2131
217,1901
218,1645
219,1971
220,2094
221,2162
222,2303
223,2529
224,2277
225,2332
226,2076
227,1816
228,1565
229,1811
230,1941
231,2322
232,2386
233,2536
234,2273
235,2233
236,1880
237,1675
238,1742
239,1830
240,1924
241,1897
242,2218
243,2342
244,2426
245,2092
246,1963
247,1827
248,1741
249,1764
250,2035
251,1954
252,2002
253,2362
254,2249
255,2448
256,2297
257,2054
258,2024
259,1978
260,1603
261,1811
262,1942
263,1959
264,2224
265,2245
266,2359
267,2398
268,2042
269,1940
270,1631
271,1717
272,1690
273,1967
274,2332
275,2613
276,2425
277,2147
278,2022
279,1727
280,1509
281,1682
282,1818
283,1953
284,2351
285,2672
286,2386
287,2578
288,2048
289,1651
290,1686
291,1705
292,1795
293,2037
294,2293
295,2544
296,2580
297,2585
298,2063
299,1788
300,1619
301,1707
302,1674
303,1866
304,2146
305,2512
306,2718
307,2312
308,2175
309,1808
310,1707
311,1722
312,1972
313,2066
314,2323
315,2454
316,2507
317,2190
318,1985
319,1772
320,1896
321,1604
322,1764
323,2070
324,2334
325,2403
326,2392
327,2009
328,1861
329,2013
330,1813
331,1935
332,2166
333,2162
334,2069
335,2002
336,1959
337,2192
338,2221
339,2131
340,2126
341,2226
342,2061
343,1959
344,1902
345,1737
346,2121
347,2182
348,2069
349,2081
350,2163
351,2083
352,2217
353,1781
354,1745
355,1601
356,1937
357,2056
358,2177
359,2463
360,2289
361,2249
362,2135
363,1806
364,1720
365,1765
366,1857
367,1798
368,2022
369,2369
370,2627
371,2434
372,2030
373,1863
374,1657
375,1784
376,1783
377,2059
378,2238
379,2561
380,2282
381,2549
382,2216
383,1800
384,1658
385,1769
386,1858
387,2024
388,2193
389,2331
390,2312
391,2357
392,2338
393,2064
394,1811
395,1547
396,1630
397,1766
398,2258
399,2324
400,2512
401,2142
402,2337
403,2173
404,2118
405,1731
406,1692
407,1641
408,1944
409,2031
410,2168
411,2526
412,2147
413,2359
414,2005
415,1845
416,1930
417,1705
418,1624
419,1938
420,2057
421,2345
422,2366
423,2332
424,1978
425,1958
426,1862
427,1823
428,1601
429,2006
430,2037
431,2457
432,2404
433,2349
434,2128
435,1907
436,1781
437,1570
438,1461
439,1750
440,2180
441,2357
442,2491
443,2530
444,2091
445,1904
446,1704
447,1455
448,1725
449,1691
450,2051
451,2525
452,2429
453,2439
454,2381
455,2105
456,1719
457,1437
458,1769
459,1876
460,2121
461,2349
462,2324
463,2315
464,2073
465,2129
466,1783
467,1715
468,1784
469,2102
470,1981
471,2242
472,2148
473,2087
474,2154
475,2043
476,1851
477,2014
478,1931
479,2207
480,2016
481,1962
482,2038
483,2140
484,2167
485,2071
486,2211
487,2030
488,2155
489,1922
490,1949
491,2073
492,1957
493,1999
494,1833
495,2287
496,2114
497,2386
498,2032
499,1925
500,2022
501,1729
502,1548
503,1635
504,1924
505,2189
506,2306
507,2564
508,2399
509,2064
510,2001
511,1448
512,1736
513,1750
514,2137
515,2236
516,2398
517,2522
518,2278
519,1953
520,1832
521,1654
522,1750
523,1920
524,2008
525,2192
526,2667
527,2646
528,2155
529,2178
530,1618
531,1401
532,1641
533,1884
534,1838
535,2101
536,2477
537,2593
538,2477
539,1960
540,2032
541,1831
542,1537
543,1826
544,1863
545,2225
546,2295
547,2406
548,2159
549,2139
550,2021
551,1950
552,1609
553,1941
554,1808
555,2236
556,2350
557,2412
558,2288
559,2234
560,2021
561,1736
562,1933
563,1575
564,1874
565,2129
566,1942
567,2234
568,2211
569,2333
570,2036
571,2118
572,1879
573,1840
574,1685
575,1954
576,1975
577,2419
578,2461
579,2517
580,2131
581,1929
582,1832
583,1575
584,1464
585,1815
586,2007
587,2346
588,2601
589,2484
590,2206
591,1942
592,1854
593,1868
594,1449
595,1571
596,1947
597,2283
598,2236
599,2368
600,2538
601,2026
602,1874
603,1704
604,1721
605,1635
606,2066
607,2205
608,2442
609,2382
610,2218
611,2178
612,1851
613,1652
614,1633
615,2032
616,1885
617,2302
618,2319
619,2340
620,2269
621,1973
622,2089
623,1926
624,1835
625,1918
626,1839
627,2120
628,1880
629,1997
630,2072
631,2157
632,2057
633,2273
634,2226
635,1967
636,1984
637,1988
638,2011
639,2033
640,1974
641,2070
642,2371
643,2361
644,2178
645,2165
646,1874
647,1679
648,1682
649,1596
650,1719
651,2078
652,2207
653,2571
654,2582
655,2307
656,1831
657,1790
658,1404
659,1739
660,1817
661,2053
662,2293
663,2490
664,2512
665,2187
666,2108
667,1716
668,1558
669,1447
670,1926
671,2342
672,2340
673,2528
674,2434
675,2278
676,1997
677,1493
678,1539
679,1474
680,1696
681,2065
682,2582
683,2565
684,2527
685,2048
686,2062
687,1623
688,1524
689,1543
690,2018
691,2084
692,2308
693,2521
694,2504
695,2111
696,1979
697,1632
698,1570
699,1551
700,1847
701,2219
702,2215
703,2533
704,2314
705,2249
706,2036
707,1787
708,1648
709,1790
710,1626
711,1946
712,1961
713,2081
714,2366
715,2293
716,2229
717,2223
718,1818
719,1964
720,1833
721,1888
722,2022
723,2210
724,2452
725,2507
726,2448
727,2012
728,2071
729,1722
730,1886
731,1636
732,1958
733,1884
734,2315
735,2561
736,2582
737,2188
738,2184
739,1677
740,1618
741,1708
742,1715
743,2125
744,2299
745,2523
746,2518
747,2102
748,2179
749,1931
750,1754
751,1892
752,1960
753,1961
754,2203
755,2287
756,2130
757,2157
758,1998
759,1812
760,2004
761,1750
762,1947
763,1826
764,2244
765,2177
766,2249
767,2069
768,2062
769,1960
770,2034
771,2091
772,1890
773,1845
774,2119
775,1840
776,2209
777,1967
778,2106
779,2203
780,2054
781,2226
782,2132
783,1940
784,2062
785,1937
786,2027
787,1947
788,2348
789,2163
790,2395
791,2356
792,2144
793,1876
794,1621
795,1668
796,1692
797,2019
798,2318
799,2580
800,2503
801,2336
802,1998
803,1801
804,1552
805,1428
806,1879
807,1958
808,2226
809,2431
810,2756
811,2495
812,1979
813,1620
814,1530
815,1622
816,1485
817,2141
818,2524
819,2626
820,2720
821,2518
822,1902
823,1777
824,1337
825,1353
826,1484
827,2083
828,2250
829,2548
830,2760
831,2508
832,1903
833,1597
834,1516
835,1496
836,1607
837,2063
838,2457
839,2460
840,2440
841,2158
842,2251
843,1784
844,1673
845,1719
846,1717
847,2010
848,2354
849,2424
850,2422
851,2313
852,2075
853,2080
854,1676
855,1864
856,1953
857,1930
858,2141
859,2310
860,2434
861,2166
862,2163
863,1965
864,1868
865,1789
866,1798
867,1677
868,2060
869,1985
870,2246
871,2433
872,2140
873,2324
874,2061
875,2039
876,2019
877,1601
878,1671
879,1786
880,2125
881,2392
882,2429
883,2497
884,2020
885,2222
886,1987
887,1698
888,1822
889,1759
890,2158
891,2220
892,2407
893,2439
894,2218
895,2136
896,1930
897,1649
898,1608
899,1991
900,1959
901,2183
902,2158
903,2137
904,2418
905,1916
906,1810
907,1862
908,1944
909,1838
910,2191
911,2127
912,2248
913,2149
914,2260
915,2272
916,2058
917,1920
918,2039
919,1776
920,1936
921,1908
922,2221
923,2045
924,2336
925,1979
926,2242
927,2062
928,2162
929,1808
930,1810
931,1882
932,2041
933,2089
934,2163
935,2244
936,2429
937,2166
938,2069
939,2062
940,1706
941,1852
942,1825
943,1894
944,2000
945,2427
946,2587
947,2290
948,2263
949,1800
950,1560
951,1456
952,1691
953,1887
954,2006
955,2387
956,2420
957,2423
958,2266
959,2095
960,1501
961,1471
962,1368
963,1623
964,2197
965,2634
966,2457
967,2765
968,2346
969,1940
970,1501
971,1566
972,1481
973,1727
974,2321
975,2608
976,2586
977,2386
978,2126
979,2093
980,1518
981,1452
982,1592
983,1862
984,2184
985,2450
986,2401
987,2587
988,2211
989,1764
990,1703
991,1502
992,1787
993,2012
994,1989
995,2274
996,2214
997,2448
998,2229
999,1894
1000,1834
1001,1865
1002,1826
1003,2092
1004,2110
1005,2188
1006,2312
1007,2213
1008,2300
1009,1957
1010,2045
1011,1812
1012,1964
1013,1900
1014,2139
1015,1995
1016,1859
1017,2128
1018,2190
1019,2277
1020,2072
1021,2253
1022,2078
1023,2031
1024,1949
1025,1994
1026,1887
1027,2139
1028,2204
1029,2242
1030,2373
1031,2057
1032,2157
1033,1918
1034,1691
1035,1607
1036,1905
1037,2136
1038,2400
1039,2409
1040,2303
1041,2440
1042,2097
1043,1912
1044,1713
1045,1930
1046,1881
1047,1997
1048,2115
1049,2265
1050,2500
1051,2199
1052,2126
1053,1806
1054,1840
1055,1916
1056,2025
1057,1970
1058,2189
1059,2126
1060,2330
1061,2352
1062,2327
1063,2168
1064,2132
1065,1795
1066,1875
1067,1796
1068,2027
1069,2057
1070,2050
1071,2254
1072,2118
1073,2181
1074,2089
1075,1813
1076,1917
1077,1767
1078,1856
1079,2070
1080,2021
1081,2196
1082,2501
1083,2158
1084,2169
1085,2078
1086,1936
1087,1918
1088,1753
1089,1639
1090,1944
1091,2098
1092,2505
1093,2328
1094,2380
1095,1976
1096,1858
1097,1456
1098,1746
1099,1821
1100,1826
1101,2185
1102,2585
1103,2675
1104,2424
1105,2174
1106,1931
1107,1351
1108,1591
1109,1762
1110,2012
1111,2496
1112,2465
1113,2511
1114,2414
1115,2062
1116,1947
1117,1362
1118,1442
1119,1588
1120,1994
1121,2453
1122,2754
1123,2636
1124,2386
1125,2021
1126,1818
1127,1736
1128,1486
1129,1699
1130,1995
1131,2301
1132,2572
1133,2387
1134,2509
1135,1928
1136,1921
1137,1771
1138,1670
1139,1746
1140,2193
1141,2084
1142,2487
1143,2313
1144,2219
1145,2259
1146,2024
1147,1866
1148,1784
1149,1836
1150,2100
1151,2074
1152,2052
1153,2128
1154,2192
1155,2283
1156,1953
1157,1915
1158,2063
1159,2102
1160,1994
1161,2015
1162,2078
1163,2158
1164,2064
1165,1990
1166,2344
1167,2342
1168,2216
1169,2230
1170,2119
1171,1933
1172,1782
1173,2036
1174,1870
1175,2085
1176,2376
1177,2126
1178,2372
1179,2228
1180,1791
1181,1618
1182,1907
1183,1728
1184,1886
1185,2106
1186,2172
1187,2422
1188,2125
1189,1960
1190,1773
1191,1542
1192,1670
1193,1629
1194,1923
1195,2390
1196,2402
1197,2534
1198,2391
1199,2019
1200,1863
1201,1839
1202,1877
1203,1631
1204,1875
1205,2252
1206,2097
1207,2377
1208,2281
1209,2153
1210,1883
1211,1972
1212,1595
1213,1818
1214,1850
1215,1932
1216,2136
1217,2425
1218,2309
1219,2411
1220,2109
1221,1870
1222,1759
1223,1738
1224,1765
1225,1894
1226,2142
1227,2368
1228,2495
1229,2194
1230,2085
1231,2094
1232,1875
1233,1884
1234,1543
1235,1815
1236,1760
1237,2253
1238,2212
1239,2244
1240,2480
1241,2241
1242,2163
1243,1581
1244,1698
1245,1625
1246,1812
1247,2061
1248,2376
1249,2480
1250,2513
1251,2442
1252,1927
1253,1762
1254,1625
1255,1371
1256,1901
1257,2244
1258,2411
1259,2702
1260,2627
1261,2311
1262,1787
1263,1548
1264,1639
1265,1431
1266,1972
1267,2215
1268,2625
1269,2429
1270,2674
1271,2263
1272,1994
1273,1573
1274,1539
1275,1690
1276,1683
1277,2090
1278,2435
1279,2323
1280,2375
1281,2117
1282,2026
1283,1740
1284,1491
1285,1597
1286,1929
1287,2230
1288,2415
1289,2489
1290,2202
1291,1957
1292,1956
1293,1998
1294,1726
1295,1907
1296,1901
1297,2082
1298,2305
1299,2156
1300,2231
1301,1974
1302,2063
1303,1937
1304,2102
1305,2037
1306,1854
1307,2218
1308,1870
1309,1980
1310,1959
1311,1896
1312,2154
1313,1979
1314,2174
1315,2334
1316,2164
1317,2064
1318,2046
1319,1829
1320,1953
1321,2166
1322,2063
1323,2133
1324,2236
1325,2240
1326,2068
1327,1797
1328,1850
1329,1666
1330,1780
1331,1906
1332,2358
1333,2279
1334,2396
1335,2187
1336,2241
1337,1778
1338,1552
1339,1757
1340,1884
1341,2124
1342,2252
1343,2478
1344,2546
1345,2378
1346,2001
1347,1816
1348,1680
1349,1476
1350,1678
1351,2215
1352,2326
1353,2505
1354,2505
1355,2208
1356,1925
1357,2045
1358,1647
1359,1800
1360,1625
1361,1770
1362,2077
1363,2474
1364,2236
1365,2259
1366,2302
1367,1999
1368,1729
1369,1768
1370,1767
1371,1683
1372,2153
1373,2197
1374,2447
1375,2530
1376,2258
1377,2286
1378,1950
1379,1977
1380,1631
1381,1571
1382,1877
1383,1942
1384,2373
1385,2352
1386,2474
1387,2450
1388,2220
1389,1653
1390,1719
1391,1784
1392,1727
1393,2157
1394,2078
1395,2625
1396,2520
1397,2548
1398,1986
1399,2012
1400,1790
1401,1586
1402,1592
1403,1915
1404,2223
1405,2395
1406,2562
1407,2267
1408,2023
1409,2044
1410,1430
1411,1510
1412,1654
1413,1843
1414,2151
1415,2331
1416,2479
1417,2465
1418,2014
1419,1824
1420,1657
