timestamp,radar_adc
0,2123
1,2009
2,2154
3,2095
4,2039
5,2008
6,2146
7,2049
8,2025
9,2230
10,2098
11,2186
12,2170
13,2110
14,2174
15,2229
16,2289
17,2268
18,2246
19,2120
20,2165
21,2326
22,2220
23,2261
24,2354
25,2340
26,2204
27,2343
28,2250
29,2374
30,2288
31,2276
32,2287
33,2228
34,2315
35,2339
36,2437
37,2330
38,2435
39,2293
40,2343
41,2452
42,2307
43,2297
44,2444
45,2366
46,2491
47,2486
48,2414
49,2435
50,2453
51,2383
52,2392
53,2422
54,2404
55,2437
56,2402
57,2361
58,2366
59,2522
60,2478
61,2537
62,2409
63,2536
64,2392
65,2411
66,2449
67,2467
68,2459
69,2482
70,2555
71,2393
72,2526
73,2394
74,2396
75,2463
76,2427
77,2376
78,2444
79,2560
80,2387
81,2450
82,2550
83,2509
84,2402
85,2510
86,2504
87,2503
88,2459
89,2529
90,2492
91,2480
92,2489
93,2394
94,2524
95,2361
96,2514
97,2341
98,2410
99,2403
100,2435
101,2466
102,2331
103,2318
104,2426
105,2406
106,2405
107,2355
108,2375
109,2334
110,2432
111,2403
112,2313
113,2273
114,2385
115,2345
116,2232
117,2355
118,2213
119,2319
120,2363
121,2271
122,2198
123,2244
124,2243
125,2245
126,2300
127,2237
128,2291
129,2116
130,2274
131,2249
132,2179
133,2175
134,2110
135,2197
136,2221
137,2035
138,2064
139,2184
140,2184
141,2081
142,2177
143,2040
144,1986
145,2037
146,2016
147,2040
148,2089
149,2046
150,1961
151,1989
152,1934
153,1917
154,2004
155,2074
156,1936
157,2055
158,2004
159,1861
160,2008
161,1986
162,1906
163,1998
164,1886
165,1983
166,1965
167,1981
168,1821
169,1856
170,1796
171,1951
172,1826
173,1896
174,1909
175,1895
176,1860
177,1853
178,1734
179,1720
180,1720
181,1793
182,1848
183,1820
184,1832
185,1792
186,1797
187,1812
188,1742
189,1750
190,1815
191,1707
192,1653
193,1708
194,1802
195,1750
196,1695
197,1805
198,1647
199,1776
200,1719
201,1654
202,1755
203,1663
204,1766
205,1688
206,1725
207,1620
208,1740
209,1759
210,1763
211,1649
212,1684
213,1780
214,1721
215,1774
216,1805
217,1796
218,1739
219,1779
220,1738
221,1676
222,1640
223,1657
224,1646
225,1654
226,1675
227,1681
228,1789
229,1720
230,1799
231,1805
232,1755
233,1697
234,1690
235,1862
236,1695
237,1848
238,1855
239,1840
240,1813
241,1840
242,1718
243,1904
244,1828
245,1750
246,1845
247,1806
248,1836
249,1915
250,1874
251,1811
252,1778
253,1843
254,1797
255,1825
256,1795
257,1915
258,1953
259,2006
260,1952
261,2026
262,1910
263,2009
264,1976
265,1996
266,2052
267,2023
268,1905
269,2044
270,1989
271,1990
272,1950
273,2108
274,1991
275,2031
276,2096
277,2117
278,2016
279,2006
280,2131
281,2112
282,2158
283,2026
284,2086
285,2218
286,2094
287,2133
288,2090
289,2121
290,2141
291,2252
292,2205
293,2196
294,2268
295,2148
296,2180
297,2238
298,2221
299,2241
300,2327
301,2364
302,2252
303,2295
304,2388
305,2268
306,2250
307,2360
