timestamp,radar_adc
0,2050
1,2368
2,2567
3,2612
4,2637
5,1970
6,1592
7,1677
8,1389
9,1544
10,2062
11,2277
12,2356
13,2522
14,2511
15,2419
16,1869
17,1554
18,1482
19,1417
20,1799
21,2243
22,2216
23,2438
24,2606
25,2378
26,1842
27,1692
28,1681
29,1801
30,1684
31,1880
32,2333
33,2353
34,2576
35,2221
36,1985
37,1729
38,1585
39,1601
40,1954
41,1874
42,1971
43,2449
44,2396
45,2258
46,2120
47,2083
48,1809
49,1717
50,1946
51,2088
52,1861
53,2211
54,2212
55,2227
56,2297
57,2098
58,2064
59,1919
60,2066
61,1919
62,1946
63,2059
64,1982
65,2154
66,2077
67,1830
68,2259
69,2274
70,2074
71,2145
72,1959
73,1854
74,2012
75,1928
76,1712
77,1905
78,2179
79,2248
80,2211
81,2122
82,2227
83,2229
84,1830
85,1583
86,1816
87,1963
88,2161
89,2277
90,2545
91,2468
92,2353
93,2054
94,1901
95,1686
96,1526
97,1683
98,1756
99,2348
100,2413
101,2498
102,2535
103,2174
104,1868
105,1578
106,1490
107,1423
108,1780
109,2011
110,2555
111,2489
112,2670
113,2373
114,2142
115,1631
116,1519
117,1303
118,1490
119,1797
120,2219
121,2364
122,2817
123,2691
124,2072
125,1725
126,1615
127,1643
128,1456
129,1787
130,2316
131,2512
132,2518
133,2632
134,2330
135,2091
136,1743
137,1539
138,1565
139,1512
140,2095
141,2487
142,2367
143,2446
144,2521
145,1961
146,1811
147,1719
148,1718
149,1619
150,2059
151,2357
152,2438
153,2400
154,2244
155,2281
156,1946
157,1851
158,1612
159,1593
160,1921
161,2231
162,2308
163,2482
164,2520
165,2039
166,1916
167,1988
168,1697
169,1887
170,1800
171,1931
172,1993
173,2358
174,2193
175,2219
176,2134
177,1954
178,2026
179,2120
180,2023
181,2225
182,2257
183,2208
184,2121
185,2251
186,2084
187,2119
188,2047
189,1911
190,2191
191,2104
192,2235
193,1861
194,2112
195,1845
196,2120
197,1930
198,2282
199,2092
200,2261
201,2105
202,2300
203,1800
204,1760
205,1815
206,1744
207,1944
208,2084
209,2204
210,2484
211,2346
212,2042
213,1980
214,1655
215,1844
216,1631
217,1657
218,1975
219,2399
220,2546
221,2305
222,2442
223,2192
224,1664
225,1495
226,1489
227,1843
228,1863
229,2274
230,2598
231,2717
232,2585
233,2275
234,1855
235,1546
236,1605
237,1500
238,1979
239,2169
240,2420
241,2586
242,2445
243,2187
244,2133
245,1824
246,1511
247,1665
248,1837
249,1827
250,2246
251,2472
252,2690
253,2396
254,2103
255,1799
256,1679
257,1647
258,1786
259,1953
260,2093
261,2416
262,2385
263,2412
264,2052
265,2037
266,1878
267,1636
268,1796
269,1746
270,2218
271,2272
272,2278
273,2375
274,2208
275,2145
276,1844
277,1582
278,1821
279,1695
280,2016
281,2240
282,2489
283,2268
284,2112
285,2146
286,1855
287,1935
288,1655
289,1734
290,1891
291,2318
292,2341
293,2152
294,2200
295,2069
296,2174
297,2082
298,1876
299,1796
300,2162
301,2146
302,2285
303,2268
304,1956
305,2067
306,2121
307,2172
308,1992
309,2215
310,2181
311,1893
312,2002
313,2201
314,2186
315,1852
316,2047
317,2101
318,2265
319,2269
320,2112
321,2095
322,1941
323,2037
324,1789
325,1943
326,2108
327,2039
328,2127
329,2151
330,2455
331,2346
332,2201
333,1969
334,2017
335,1907
336,1831
337,1824
338,2114
339,2423
340,2418
341,2535
342,2266
343,1887
344,1727
345,1866
346,1771
347,1679
348,2173
349,2108
350,2268
351,2331
352,2411
353,2076
354,1910
355,1696
356,1525
357,1805
358,2171
359,2413
360,2544
361,2499
362,2195
363,2160
364,1699
365,1643
366,1755
367,1508
368,1992
369,2279
370,2248
371,2582
372,2326
373,2391
374,2017
375,1782
376,1446
377,1695
378,1969
379,2234
380,2237
381,2500
382,2638
383,2291
384,2002
385,1862
386,1485
387,1701
388,1808
389,1927
390,2410
391,2449
392,2352
393,2151
394,2319
395,2018
396,1725
397,1596
398,1863
399,1827
400,2213
401,2161
402,2194
403,2154
404,2347
405,2006
406,1747
407,1606
408,1954
409,1978
410,2179
411,2131
412,2356
413,2373
414,2316
415,2014
416,1782
417,1684
418,1746
419,2065
420,2025
421,2180
422,2169
423,2144
424,1993
425,2055
426,1818
427,2008
428,1947
429,1982
430,1910
431,2116
432,2110
433,2095
434,1875
435,2047
436,2057
437,2094
438,1947
439,2000
440,1983
441,1947
442,2177
443,2187
444,1953
445,2066
446,2041
447,2180
448,1963
449,2348
450,2248
451,2266
452,2124
453,1920
454,1964
455,1678
456,1915
457,2191
458,2150
459,2265
460,2181
461,2103
462,2053
463,2114
464,1876
465,1976
466,1983
467,1992
468,2250
469,2204
470,2319
471,2144
472,2196
473,1925
474,1874
475,1570
476,1654
477,1720
478,2064
479,2225
480,2483
481,2435
482,2110
483,2100
484,1865
485,1896
486,1572
487,1760
488,1878
489,2251
490,2392
491,2456
492,2331
493,2227
494,1743
495,1669
496,1733
497,1656
498,2016
499,2187
500,2203
501,2420
502,2466
503,2186
504,1892
505,1899
506,1833
507,1704
508,1835
509,2035
510,2349
511,2246
512,2388
513,2226
514,1928
515,1700
516,1675
517,1580
518,1858
519,2042
520,2454
521,2253
522,2445
523,2305
524,2143
525,1953
526,1662
527,1877
528,1772
529,1853
530,2133
531,2334
532,2151
533,2166
534,1879
535,1898
536,1647
537,1656
538,2013
539,2175
540,2130
541,2299
542,2056
543,2330
544,2097
545,1911
546,1922
547,1742
548,2131
549,2178
550,2246
551,2332
552,2354
553,1964
554,2173
555,2147
556,1768
557,2107
558,1895
559,2241
560,2069
561,1960
562,1962
563,1953
564,1962
565,1935
566,1935
567,2019
568,2107
569,1978
570,2039
571,2333
572,2143
573,1952
574,1871
575,2010
576,1946
577,2199
578,2245
579,2366
580,2092
581,2196
582,2119
583,1884
584,1909
585,1835
586,1778
587,1818
588,2253
589,2395
590,2293
591,2043
592,2091
593,1989
594,1890
595,1856
596,1891
597,1957
598,2267
599,2145
600,2473
601,2390
602,2276
603,1838
604,1737
605,1699
606,1871
607,2081
608,2109
609,2155
610,2435
611,2130
612,2086
613,1867
614,1792
615,1769
616,1768
617,2071
618,1917
619,2192
620,2260
621,2439
622,2056
623,1940
624,1965
625,1793
626,1923
627,2049
628,2006
629,2199
630,2221
631,2155
632,2357
633,2185
634,1744
635,1617
636,1906
637,1976
638,2060
639,2088
640,2352
641,2125
642,2361
643,2095
644,1917
645,2027
646,1917
647,1897
648,2177
649,2156
650,2115
651,2099
652,2273
653,2256
654,1972
655,1915
656,2051
657,1804
658,2057
659,2106
660,2264
661,2219
662,2238
663,2189
664,1844
665,1919
666,1728
667,2093
668,2129
669,2302
670,2359
671,2231
672,2126
673,2032
674,1888
675,1965
676,2096
677,1797
678,2211
679,2189
680,2152
681,2067
682,2190
683,1861
684,2010
685,2073
686,1771
687,2014
688,1957
689,2192
690,2012
691,2035
692,1975
693,1901
694,1988
695,1853
696,1999
697,1847
698,2199
699,2245
700,2353
701,2101
702,1911
703,1811
704,1811
705,1784
706,1780
707,1959
708,2263
709,2085
710,2329
711,2257
712,2124
713,1889
714,1724
715,1737
716,2014
717,1844
718,2273
719,2298
720,2382
721,2161
722,1939
723,1865
724,2059
725,1894
726,2036
727,2098
728,2240
729,2008
730,2198
731,2359
732,1912
733,2098
734,1769
735,1891
736,1840
737,2030
738,2015
739,2324
740,2292
741,2110
742,2212
743,2089
744,1875
745,1825
746,2105
747,1825
748,2250
749,1986
750,2314
751,2345
752,2046
753,1850
754,2112
755,1916
756,2104
757,1891
758,1969
759,2329
760,2016
761,2255
762,1909
763,1863
764,2084
765,1737
766,2065
767,2083
768,2092
769,2164
770,2222
771,2075
772,1922
773,2070
774,2068
775,2054
776,1945
777,2215
778,2256
779,2141
780,2075
781,2011
782,1902
783,1944
784,2011
785,1930
786,2000
787,2148
788,2281
789,2029
790,2318
791,2139
792,1966
793,1758
794,2043
795,2061
796,2050
797,2017
798,2010
799,2393
800,2230
801,2270
802,2086
803,1899
804,1841
805,1916
806,1844
807,2159
808,2033
809,2286
810,2367
811,2388
812,2109
813,2017
814,1939
815,1693
816,1949
817,2150
818,2233
819,2086
820,2120
821,2268
822,2214
823,2033
824,1977
825,2001
826,1866
827,2141
828,1920
829,2212
830,2151
831,2176
832,2303
833,2113
834,1831
835,2081
836,2032
837,1961
838,2038
839,2191
840,2274
841,2353
842,2070
843,2233
844,2137
845,1853
846,1840
847,1867
848,2101
849,1999
850,2313
851,2044
852,2126
853,1966
854,1836
855,1831
856,1954
857,2073
858,2180
859,2115
860,2169
861,2189
862,2251
863,2261
864,2024
865,1868
866,1925
867,2141
868,1911
869,1921
870,1922
871,2081
872,2108
873,1974
874,1850
875,2111
876,2003
877,1921
878,2269
879,2044
880,2057
881,2101
882,1827
883,2078
884,1839
885,2055
886,2237
887,2227
888,2188
889,2116
890,2066
891,1999
892,2111
893,1828
894,1905
895,2094
896,2277
897,2143
898,2199
899,1982
900,1913
901,2108
902,2104
903,1698
904,2043
905,1990
906,1931
907,2290
908,2375
909,2072
910,2324
911,2172
912,1889
913,1845
914,1908
915,1756
916,1865
917,2029
918,2295
919,2332
920,2174
921,2174
922,2040
923,1893
924,2007
925,1919
926,2074
927,2200
928,2075
929,2415
930,2306
931,2121
932,2103
933,1830
934,1904
935,1834
936,1946
937,2183
938,2073
939,2083
940,2194
941,2380
942,2062
943,1888
944,1828
945,1881
946,1750
947,2180
948,1927
949,2046
950,2104
951,2384
952,2171
953,2044
954,1797
955,1742
956,1709
957,2104
958,2227
959,1969
960,2064
961,2331
962,2294
963,2152
964,1969
965,2084
966,1975
967,2076
968,2018
969,2270
970,2259
971,2045
972,2317
973,2315
974,2093
975,1894
976,1866
977,1936
978,2132
979,1970
980,2223
981,2138
982,2149
983,2204
984,2118
985,2172
986,2040
987,1847
988,2121
989,1997
990,2049
991,2115
992,2022
993,2067
994,2168
995,2294
996,2039
997,2168
998,2160
999,1953
1000,2101
1001,2062
1002,1922
1003,2060
1004,2106
1005,2215
1006,2098
1007,1901
1008,2029
1009,1855
1010,1785
1011,1825
1012,2000
1013,1980
1014,2169
1015,2122
1016,2095
1017,2029
1018,2261
1019,2169
1020,1793
1021,1921
1022,1993
1023,1948
1024,1976
1025,2075
1026,2087
1027,2290
1028,2337
1029,1955
1030,1871
1031,1823
1032,2032
1033,1768
1034,2130
1035,1959
1036,2126
1037,2213
1038,2431
1039,2152
1040,2166
1041,2103
1042,1738
1043,1779
1044,1965
1045,2085
1046,1927
1047,2126
1048,2423
1049,2426
1050,1988
1051,1871
1052,2068
1053,1740
1054,1799
1055,1833
1056,1926
1057,2089
1058,2113
1059,2344
1060,2119
1061,2287
1062,1889
1063,1768
1064,1851
1065,1785
1066,1791
1067,1926
1068,2298
1069,2312
1070,2234
1071,2370
1072,2187
1073,1910
1074,2007
1075,1632
1076,1988
1077,2161
1078,2024
1079,2410
1080,2342
1081,2389
1082,2187
1083,1950
1084,2025
1085,1641
1086,1695
1087,1932
1088,1928
1089,2185
1090,2214
1091,2120
1092,2162
1093,2261
1094,1994
1095,1833
1096,1692
1097,1817
1098,1756
1099,2137
1100,2313
1101,2408
1102,2416
1103,2192
1104,2227
1105,2177
1106,2031
1107,1751
1108,1877
1109,2021
1110,1899
1111,2142
1112,2306
1113,2306
1114,2196
1115,2042
1116,2072
1117,1851
1118,2026
1119,2003
1120,1842
1121,2042
1122,2194
1123,2330
1124,2282
1125,2271
1126,2131
1127,1976
1128,1704
1129,1971
1130,1931
1131,2124
1132,1935
1133,2333
1134,2194
1135,2178
1136,2400
1137,2232
1138,1799
1139,1801
1140,1716
1141,1653
1142,2096
1143,1939
1144,2004
1145,2315
