timestamp,radar_adc
0,2014
1,2042
2,2071
3,2033
4,2083
5,2042
6,2091
7,2061
8,2046
9,2075
10,2024
11,2018
12,2046
13,2085
14,2091
15,2035
16,2028
17,2022
18,2072
19,2020
20,2076
21,2007
22,2027
23,2039
24,2014
25,2025
26,2054
27,2010
28,2004
29,2080
30,2071
31,2008
32,2083
33,2009
34,2027
35,2061
36,2022
37,2043
38,2074
39,2053
40,2025
41,2081
42,2010
43,2036
44,2034
45,2085
46,2077
47,2091
48,2072
49,2014
50,2015
51,2030
52,2082
53,2013
54,2005
55,2053
56,2081
57,2003
58,2053
59,2025
60,2025
61,2000
62,2047
63,2035
64,2094
65,2080
66,2000
67,2038
68,2072
69,2083
70,2042
71,2089
72,2022
73,2075
74,2006
75,2047
76,2075
77,2025
78,2079
79,2078
80,2064
81,2014
82,2089
83,2021
84,2092
85,2050
86,2079
87,2070
88,2083
89,2086
90,2010
91,2048
92,2021
93,2053
94,2072
95,2002
96,2003
97,2043
98,2060
99,2012
100,2094
101,2002
102,2054
103,2002
104,2074
105,2013
106,2069
107,2002
108,2011
109,2096
110,2070
111,2002
112,2044
113,2077
114,2061
115,2064
116,2014
117,2083
118,2068
119,2021
120,2093
121,2071
122,2050
123,2041
124,2044
125,2061
126,2047
127,2005
128,2006
129,2049
130,2026
131,2001
132,2032
133,2055
134,2011
135,2015
136,2009
137,2082
138,2031
139,2022
140,2011
141,2022
142,2074
143,2075
144,2063
145,2055
146,2040
147,2029
148,1999
149,2006
150,2006
151,1999
152,2016
153,2087
154,2068
155,2072
156,2082
157,2051
158,2041
159,2095
160,2071
161,2036
162,2077
163,2057
164,2023
165,2055
166,2011
167,2078
168,1999
169,2087
170,2011
171,2002
172,2017
173,2069
174,2018
175,2043
176,2063
177,2047
178,2061
179,2049
180,2058
181,2077
182,2028
183,2024
184,2017
185,2020
186,2033
187,2096
188,2065
189,2062
190,2032
191,2089
192,2058
193,2013
194,2096
195,2007
196,2033
197,2034
198,2054
199,2097
200,2013
201,2075
202,2067
203,2023
204,2011
205,2021
206,2056
207,2096
208,2002
209,2082
210,2075
211,2070
212,2003
213,2074
214,2007
215,2035
216,2045
217,2008
218,2046
219,2021
220,2046
221,1998
222,2075
223,2022
224,2091
225,2040
226,2049
227,2026
228,2089
229,2085
230,2038
231,2012
232,2088
233,2044
234,2054
235,2007
236,2050
237,2009
238,2000
239,2039
240,2034
241,2068
242,2048
243,2085
244,2034
245,2077
246,2053
247,2049
248,2052
249,1999
250,2073
251,2008
252,2009
253,2087
254,2052
255,2008
256,2090
257,2026
258,2003
259,2041
260,2021
261,2051
262,2087
263,2027
264,2033
265,2007
266,2042
267,2011
268,2019
269,2094
270,2068
271,2014
272,2064
273,2079
274,2091
275,2026
276,2011
277,2038
278,2008
279,2026
280,2045
281,2096
282,2042
283,2009
284,2026
285,2006
286,2045
287,2007
288,2013
289,2076
290,2072
291,2089
292,1999
293,2019
294,2068
295,2024
296,2007
297,2061
298,2028
299,2034
300,2064
301,2026
302,2042
303,2048
304,2055
305,2012
306,2077
307,2016
308,2018
309,2093
310,2006
311,2039
312,2034
313,2079
314,2052
315,2096
316,2087
317,2028
318,2008
319,2088
320,2033
321,2015
322,2053
323,2061
324,2079
325,2008
326,1998
327,2015
328,2017
329,2071
330,2003
331,2016
332,2068
333,2019
334,2002
335,2022
336,2040
337,2038
338,2049
339,2032
340,2028
341,1999
342,2056
343,2088
344,2079
345,2070
346,2024
347,2045
348,2044
349,2036
350,2070
351,2063
352,2056
353,2011
354,2060
355,2014
356,2014
357,2078
358,2009
