timestamp,radar_adc
0,2000
1,2066
2,2072
3,1999
4,2024
5,2068
6,2012
7,2070
8,2096
9,2033
10,2016
11,2005
12,2014
13,2007
14,2082
15,2060
16,2053
17,2045
18,2075
19,2052
20,2051
21,2013
22,1999
23,2087
24,2012
25,2058
26,2019
27,2066
28,2024
29,2070
30,2035
31,2001
32,2068
33,2078
34,2066
35,2089
36,2031
37,2014
38,2041
39,2045
40,2033
41,2087
42,2063
43,2087
44,2020
45,2071
46,2041
47,2061
48,1998
49,2089
50,2002
51,2083
52,2086
53,2065
54,2075
55,2006
56,2068
57,2095
58,2035
59,2075
60,2049
61,2057
62,2089
63,2030
64,2054
65,2078
66,2044
67,2040
68,2092
69,2070
70,2004
71,2050
72,2013
73,2053
74,2088
75,2070
76,2057
77,2061
78,2035
79,2058
80,2027
81,2044
82,2072
83,2097
84,2062
85,2081
86,2091
87,2024
88,2033
89,2068
90,2086
91,2079
92,2017
93,2056
94,2068
95,2063
96,2000
97,2083
98,2095
99,2058
100,2012
101,2084
102,2017
103,1999
104,2095
105,2011
106,2032
107,2040
108,2006
109,2017
110,2002
111,2057
112,2012
113,2026
114,2061
115,2026
116,2042
117,2061
118,1999
119,2076
120,2027
121,2038
122,2040
123,2085
124,2039
125,2084
126,2022
127,2066
128,2079
129,2018
130,2032
131,2062
132,2013
133,2041
134,2014
135,2076
136,2048
137,2073
138,2087
139,2070
140,2086
141,2044
142,2027
143,2090
144,2038
145,2019
146,2059
147,2017
148,2003
149,2007
150,2062
151,2095
152,2082
153,2067
154,2044
155,2066
156,1998
157,2012
158,2088
159,2051
160,2014
161,2023
162,2076
163,2028
164,2052
165,2042
166,2016
167,2029
168,2065
169,2052
170,2044
171,2003
172,2064
173,2070
174,2094
175,2083
176,2030
177,2023
178,2012
179,2083
180,2000
181,2082
182,2016
183,2012
184,2017
185,2072
186,2017
187,2042
188,2016
189,2077
190,2022
191,2083
192,2001
193,2004
194,2083
195,2051
196,2039
197,2065
198,2060
199,2018
200,2043
201,2023
202,2086
203,2077
204,2059
205,2042
206,2072
207,2012
208,2059
209,2059
210,2032
211,2064
212,2067
213,2066
214,2023
215,2049
216,2034
217,2093
218,2013
219,2007
220,2029
221,2082
222,2009
223,2091
224,2056
225,2087
226,2041
227,2071
228,2092
229,2026
230,2020
231,2097
232,2078
233,2050
234,2045
235,2005
236,2008
237,2014
238,2029
239,2069
240,2085
241,2062
242,2035
243,2083
244,2049
245,2036
246,2001
247,2051
248,2018
249,2015
250,2057
251,2022
252,2090
253,2036
254,2026
255,2006
256,2086
257,2045
258,2040
259,2008
260,2068
261,2032
262,2061
263,2012
264,2092
265,2061
266,2054
267,2062
268,2053
269,2035
270,2075
271,2057
272,2042
273,2083
274,2052
275,2040
276,2017
277,2027
278,2091
279,2021
280,2073
281,2036
282,2092
283,2072
284,2088
285,2024
286,2066
287,2003
288,2034
289,2008
290,2032
291,2085
292,2060
293,2089
294,2060
295,2000
296,2065
297,2017
298,2063
299,2024
300,2000
301,2051
302,2006
303,2090
304,2075
305,2062
306,2039
307,2083
308,2034
309,2076
310,2001
311,2017
312,2088
313,1999
314,2042
315,2078
316,2054
317,2051
318,2006
319,2067
320,2013
321,2028
322,2072
323,2053
324,2038
325,2049
326,2030
327,2004
328,2061
329,2043
330,2007
331,2017
332,2046
333,2022
334,2063
335,2076
336,2029
337,2014
338,2012
339,2049
340,2023
341,2066
342,2055
343,2058
344,2040
345,2064
346,2089
347,2000
348,2028
349,2054
350,2059
351,2031
352,1998
353,2080
354,2039
355,2029
356,2066
357,2049
358,2054
359,2006
360,2023
361,2043
362,2010
363,2031
364,2023
365,2087
366,2069
367,1998
368,2020
369,2005
370,2019
371,2034
372,2055
373,2093
374,2047
375,2029
376,2004
377,2039
378,1999
379,2094
380,2064
381,2002
382,2085
383,2078
384,2013
385,2090
386,2014
387,2052
388,2026
389,2070
390,1999
391,2044
392,2080
393,2062
394,2082
395,2026
396,2034
397,1998
398,2058
399,2071
400,2078
401,2007
402,2086
403,2030
404,2090
405,2055
406,2074
407,2063
408,2093
409,2024
410,2020
411,2034
412,2053
413,2033
414,2066
415,2017
416,2020
417,2026
418,2093
419,2093
420,2019
421,2048
422,2058
423,1999
424,2072
425,2023
426,2074
427,2090
428,1998
429,2034
430,2024
431,2047
432,2096
433,2049
434,2073
435,2094
436,2086
437,2036
438,2093
439,2061
440,2046
441,2060
442,2003
443,2046
444,2066
445,2086
446,2047
447,2077
448,2059
449,2026
450,2003
451,2000
452,2033
453,2032
454,2014
455,2025
456,2018
457,2089
458,2047
459,2064
460,2095
461,2020
462,2029
463,2062
464,2057
465,2078
466,2089
467,2029
468,2085
469,2007
470,2084
471,2029
472,2093
473,2005
474,2050
475,2018
476,2087
477,2068
478,2051
479,2015
480,2049
481,2078
482,2046
483,2001
484,2083
485,2061
486,2054
487,2026
488,2002
489,2085
490,2002
491,2036
492,2092
493,2060
494,2039
495,2090
496,2040
497,2039
498,2056
499,2036
500,2060
501,2058
502,2069
503,2034
504,2069
505,2057
506,2014
507,2052
508,2045
509,2092
510,2075
511,2046
512,2032
513,2084
514,2076
515,2037
516,2062
517,2018
518,2083
519,2036
520,2050
521,2011
522,2053
523,2057
524,2023
525,2016
526,2068
527,2052
528,2056
529,2009
530,2084
531,2018
532,2029
533,2047
534,2069
535,2083
536,2014
537,2069
538,2044
539,2048
540,2078
541,2094
542,2017
543,2083
544,2064
545,2016
546,2060
547,2053
548,2064
549,2011
550,2092
551,2067
552,2017
553,2063
554,2052
555,2069
556,2061
557,2066
558,2040
559,2037
560,2046
561,2017
562,2064
563,2019
564,1998
565,2072
566,2070
567,2056
568,2011
569,2040
570,2018
571,2006
572,2073
573,2078
574,2064
575,2069
576,2064
577,2049
578,2079
579,2009
580,2046
581,2089
582,2027
583,2081
584,2042
585,2062
586,2056
587,2054
588,2097
589,1998
590,2076
591,2080
592,2001
593,2036
594,2014
595,2035
596,2006
597,2041
598,2070
599,2038
600,2011
601,2012
602,2022
603,2094
604,2069
605,2042
606,2064
607,2034
608,2076
609,2059
610,2052
611,2062
612,2084
613,2030
614,2031
615,2046
616,2019
617,2025
618,2080
619,2026
620,2078
621,2086
622,2073
623,2039
624,2075
625,1999
626,2029
627,2044
628,2002
629,2050
630,2048
631,2021
632,2025
633,1998
634,2004
635,2052
636,2081
637,2085
638,2006
639,2052
640,2092
641,2040
642,2025
643,2017
644,2091
645,2086
646,2065
647,2092
648,2054
649,2059
650,2059
651,2066
652,2032
653,2038
654,2063
655,2066
656,2086
657,2065
658,2010
659,2081
660,1998
661,2035
662,2031
663,2052
664,2095
665,2084
666,1998
667,2005
668,2002
669,2068
670,2000
671,2041
672,2062
673,2093
674,2050
675,2082
676,2069
677,2079
678,2002
679,2011
680,2053
681,2060
682,2066
683,2075
684,2081
685,2097
686,2031
687,2024
688,2022
689,2007
690,2008
691,2013
692,2064
693,2075
694,2049
695,2007
696,2081
697,2004
698,2069
699,2094
700,2054
701,2016
702,2063
703,2057
704,2095
705,2092
706,2038
707,2095
708,2014
709,2030
710,2082
711,2038
712,2029
713,2044
714,2000
715,2097
716,2079
717,2091
718,2019
719,2020
720,2039
721,2060
722,2061
723,2026
724,2007
725,2003
726,2006
727,2078
728,2045
729,2040
730,1999
731,2046
732,2011
733,2015
734,2088
735,2001
736,2028
737,2020
738,2065
739,2028
740,2034
741,2075
742,2063
743,2064
744,2039
745,2070
746,2033
747,2070
748,2038
749,2096
750,2061
751,2003
752,2070
753,2009
754,2013
755,2052
756,2011
757,2081
758,2004
759,2064
760,2037
761,2037
762,2079
763,2051
764,1999
765,2019
766,2089
767,2055
768,2072
769,2064
770,2025
771,2037
772,2028
773,2068
774,2085
775,2030
776,2056
777,2085
778,2050
779,2008
780,2036
781,2001
782,2041
783,2097
784,2075
785,2058
786,2065
787,2044
788,2033
789,2048
790,2028
791,2043
792,2047
793,2096
794,2006
795,2046
796,2087
797,2015
798,2022
799,2055
800,2050
801,2041
802,2020
803,2071
804,2047
805,2030
806,2068
807,2022
808,2016
809,2047
810,2015
811,2003
812,2043
813,2094
814,2057
815,2040
816,2003
817,2082
818,2093
819,2064
820,2024
821,2028
822,2095
823,2042
824,2011
825,2017
826,2084
827,2046
828,2090
829,2038
830,2095
831,2083
832,2028
833,2022
834,2002
835,2040
836,2024
837,2002
838,2025
839,2049
840,2055
841,2072
842,2006
843,2052
844,2036
845,2063
846,2087
847,2066
848,2093
849,2002
850,2037
851,2079
852,2050
853,2073
854,2008
855,2061
856,2097
857,2095
858,2085
859,2024
860,2094
861,2040
862,2073
863,2017
864,2014
865,2071
866,2074
867,2090
868,2088
869,2058
870,2074
871,2026
872,2048
873,2038
874,2060
875,2069
876,2046
877,2035
878,2044
879,2024
880,2005
881,2048
882,2074
883,2069
884,2079
885,2021
886,2029
887,2032
888,2060
889,2085
890,2040
891,2083
892,2049
893,2051
894,2082
895,2086
896,2059
897,2029
898,2068
899,2008
900,2026
901,2065
902,2009
903,2003
904,2033
905,2082
906,2048
907,2001
908,2027
909,2021
910,2050
911,2087
912,2019
913,2014
914,2095
915,2012
916,2044
917,2077
918,2070
919,2011
920,2048
921,2050
922,2048
923,2022
924,2042
925,2023
926,2050
927,2081
928,2026
929,2012
930,2076
931,2075
932,2005
933,2030
934,2061
935,2038
936,2025
937,2047
938,2083
939,2045
940,2056
941,2030
942,2090
943,2066
944,2084
945,2075
946,2076
947,2026
948,2033
949,2035
950,2036
951,2053
952,2042
953,2030
954,2042
955,2041
956,2045
957,2026
958,2035
959,2049
960,2067
961,2037
962,2000
963,2066
964,2094
965,2085
966,2023
967,2074
968,2049
969,2087
970,2082
971,2017
972,2000
973,2096
974,2018
975,2090
976,2061
977,2048
978,2038
979,2071
980,2068
981,2032
982,2039
983,2047
984,2087
985,2073
986,2082
987,2066
988,2090
989,2088
990,2044
991,2058
992,2082
993,2092
994,2016
995,2022
996,2050
997,2095
998,2010
999,2011
1000,2054
1001,2060
1002,2070
1003,2038
1004,2071
1005,2076
1006,2050
1007,2003
1008,2019
1009,2008
1010,2091
1011,2025
1012,2092
1013,2050
1014,2063
1015,2078
1016,2051
1017,2069
1018,2090
1019,2025
1020,2090
1021,2024
1022,2072
1023,2088
1024,2094
1025,2008
1026,2003
1027,2005
1028,2012
1029,2072
1030,2042
1031,2028
1032,2013
1033,1999
1034,2074
1035,2065
1036,2079
1037,2034
1038,2001
1039,2004
1040,2030
1041,2077
1042,2067
1043,2015
1044,2070
1045,2079
1046,2013
1047,2096
1048,2002
1049,2049
1050,2003
1051,2084
1052,2012
1053,2096
1054,2003
1055,2033
1056,2006
1057,2057
1058,2052
1059,2049
1060,2006
1061,2025
1062,2032
1063,2062
1064,2060
1065,2092
1066,2006
1067,2070
1068,2084
1069,2020
1070,2015
1071,2059
1072,2049
1073,2040
1074,2035
1075,2074
1076,2062
1077,2062
1078,2033
1079,2058
1080,2054
1081,2032
1082,2094
1083,2029
1084,2061
1085,2081
1086,2087
1087,2049
1088,2017
1089,2013
1090,2002
1091,2048
1092,2058
1093,2074
1094,2085
1095,2007
1096,2045
1097,2006
1098,2072
1099,2019
1100,2001
1101,2025
1102,2053
1103,2051
1104,2053
1105,2008
1106,2054
1107,2016
1108,2068
1109,2003
1110,2062
1111,2000
1112,2040
1113,2097
1114,2049
1115,2079
1116,2040
1117,2077
1118,2049
1119,2070
1120,2075
1121,2075
1122,2083
1123,2033
1124,2074
1125,2044
1126,2034
1127,2087
1128,2020
1129,2043
1130,2073
1131,2075
1132,2091
1133,2096
1134,2031
1135,2005
1136,2039
1137,2074
1138,2073
1139,2025
1140,2001
1141,2032
1142,2084
1143,2058
1144,2004
1145,2017
1146,2096
1147,2026
1148,2065
1149,2010
1150,2044
1151,2079
1152,2021
1153,2038
1154,2083
1155,2007
1156,2044
1157,2086
1158,2073
1159,2051
1160,2035
1161,2028
1162,2011
1163,2018
1164,2080
1165,2077
1166,2080
1167,2024
1168,2004
1169,2044
1170,2042
1171,2001
1172,2095
1173,2006
1174,2086
1175,2031
1176,2091
1177,2030
1178,2038
1179,2035
1180,2067
1181,2060
1182,2068
1183,2059
1184,2083
1185,2063
1186,2022
1187,2087
1188,2025
1189,2034
1190,2042
1191,2041
1192,2014
1193,2041
1194,2000
1195,2078
1196,2022
1197,2060
1198,2032
1199,2015
1200,2017
1201,2049
1202,2050
1203,2018
1204,2067
1205,2027
1206,2020
1207,1999
1208,2084
1209,1998
1210,2089
1211,2059
1212,2056
1213,2074
1214,2071
1215,2012
1216,2015
1217,2021
1218,2071
1219,2066
1220,2031
1221,2025
1222,2003
1223,2060
1224,2068
1225,2061
1226,2019
1227,2096
1228,2018
1229,2084
1230,2081
1231,2096
1232,2025
1233,2076
1234,2012
1235,2094
1236,2051
1237,2045
1238,2058
1239,2043
1240,2057
1241,2066
1242,2038
1243,2035
1244,2004
1245,2096
1246,2003
1247,2089
1248,2088
1249,2023
1250,2040
1251,2017
1252,2097
1253,2000
1254,2090
1255,2077
1256,2010
1257,2024
1258,2029
1259,2086
1260,2072
1261,2041
1262,2067
1263,2038
1264,2009
1265,2094
1266,2021
1267,2038
1268,2003
1269,2079
1270,2045
1271,2036
1272,2043
1273,2096
1274,2089
1275,2075
1276,2037
1277,2036
1278,2054
1279,2043
1280,2086
1281,2076
1282,2018
1283,2078
1284,2040
1285,2095
1286,2084
1287,2038
1288,2021
1289,2046
1290,2017
1291,1999
1292,2093
1293,2083
1294,2012
1295,2092
1296,2061
1297,2007
1298,2092
1299,2093
1300,2090
1301,2060
1302,2015
1303,2027
1304,2037
1305,2090
1306,2038
1307,2083
1308,2052
1309,1999
1310,2030
1311,2013
1312,2052
1313,2037
1314,2072
1315,2067
1316,2068
1317,2015
1318,2011
1319,2004
1320,2029
1321,2004
1322,2040
1323,2092
1324,2009
1325,2065
1326,2027
1327,2020
1328,2024
1329,2035
1330,2024
1331,2081
1332,2054
1333,2063
1334,2089
1335,2028
1336,2047
1337,2068
1338,2063
1339,2088
1340,2017
1341,2029
1342,2015
1343,2089
1344,2013
1345,2037
1346,2003
1347,2009
1348,2083
1349,2080
1350,2077
1351,2064
1352,2058
1353,2031
1354,2093
1355,2035
1356,2065
1357,2066
1358,2048
1359,2028
1360,2095
1361,2050
1362,2031
1363,2022
1364,2003
1365,2049
1366,2009
1367,2014
1368,2043
1369,2048
1370,2038
1371,2081
1372,2071
1373,2018
1374,2023
1375,2005
1376,2063
1377,2019
1378,2011
1379,2018
1380,2073
1381,2084
1382,2079
1383,2084
1384,2096
1385,2007
1386,2032
1387,2036
1388,2096
1389,2030
1390,2007
1391,2075
1392,2097
1393,2064
1394,2022
1395,2085
1396,2047
1397,2035
1398,2034
1399,2075
1400,2061
1401,2011
1402,2084
1403,1998
1404,2037
1405,1998
1406,2066
1407,2014
1408,2017
1409,2016
1410,2075
1411,2096
1412,2049
1413,2087
1414,2008
1415,2062
1416,2059
1417,2094
1418,2005
1419,2009
1420,2036
1421,2015
1422,2097
1423,2016
1424,2065
1425,2016
1426,2051
1427,2004
1428,2023
1429,2069
1430,2059
1431,2087
1432,2003
1433,2097
1434,2069
1435,2038
1436,2007
1437,2003
1438,2055
1439,2015
1440,2022
1441,2050
1442,2059
1443,2073
1444,2080
1445,2002
1446,2030
1447,2039
1448,2009
1449,2082
1450,2011
1451,2036
1452,2066
1453,2017
1454,2034
1455,2004
1456,2004
1457,2094
1458,2000
1459,2011
1460,2062
1461,2060
1462,2051
1463,2081
1464,2011
1465,2054
1466,2064
1467,2090
1468,2081
1469,2060
1470,2083
1471,2003
1472,2047
1473,2037
1474,2005
1475,2081
1476,2074
1477,2096
1478,2036
1479,2070
1480,2091
1481,2011
1482,2014
1483,2039
1484,2013
1485,2096
1486,2088
1487,2034
1488,2025
1489,2017
1490,2053
1491,2069
1492,2063
1493,2091
1494,2046
1495,2055
1496,2039
1497,2076
1498,2015
1499,2002
1500,2061
1501,2084
1502,2006
1503,2091
1504,2025
1505,2089
1506,2005
1507,2068
1508,2026
1509,2035
1510,2049
1511,2070
1512,2095
1513,2093
1514,2059
1515,2059
1516,2021
1517,2012
1518,2006
1519,2038
1520,1998
1521,2039
1522,2096
1523,2081
1524,2040
1525,2096
1526,2088
1527,2075
1528,2058
1529,2078
1530,2093
1531,2077
1532,2048
1533,2014
1534,2029
1535,2087
1536,2020
1537,2038
1538,2088
1539,2072
1540,2071
1541,2000
1542,2003
1543,2062
1544,2029
1545,2066
1546,2017
1547,2077
1548,2084
1549,2041
1550,2089
1551,2055
1552,2093
1553,2091
1554,2035
1555,2064
1556,2087
1557,2073
1558,2021
1559,2055
1560,2052
1561,2089
1562,2024
1563,2084
1564,2046
1565,2043
1566,2021
1567,2083
1568,2021
1569,2018
1570,2082
1571,2026
1572,2014
1573,2080
1574,2086
1575,2076
1576,2084
1577,2009
1578,2035
1579,1998
1580,2019
1581,2019
1582,2031
1583,2001
1584,2065
1585,2076
1586,2092
1587,2079
1588,2038
1589,2024
1590,2060
1591,2045
1592,2048
1593,2047
1594,2070
1595,2038
1596,2001
1597,2094
1598,2021
1599,2024
1600,2067
